위도,경도,방향,주소,아파트명(동)
36.342582,127.39299,남서향,대전 서구 탄방동 1485,e편한세상 둔산 102동
36.342726,127.393867,남동향,대전 서구 탄방동 1485,e편한세상 둔산 104동
36.348765,127.394223,남향,대전 서구 탄방동 835,공작한양아파트 7동
36.347824,127.394213,남향,대전 서구 탄방동 835,공작한양아파트 9동
36.351037,127.390951,동향,대전 서구 둔산동 1510,목련아파트 105동
36.34828,127.394207,남향,대전 서구 탄방동 835,공작한양아파트 8동
36.348753,127.393194,남향,대전 서구 탄방동 835,공작한양아파트 1동
36.349712,127.393094,남향,대전 서구 둔산동 1510,목련아파트 302동
36.347041,127.392986,남향,대전 서구 탄방동 835,공작한양아파트 5동
36.347427,127.393233,남향,대전 서구 탄방동 835,공작한양아파트 4동
36.34703,127.393469,남향,대전 서구 탄방동 835,공작한양아파트 6동
36.349274,127.392103,동향,대전 서구 둔산동 1510,목련아파트 201동
36.34827,127.393195,남향,대전 서구 탄방동 835,공작한양아파트 2동
36.350113,127.393216,동향,대전 서구 둔산동 1510,목련아파트 303동
36.348127,127.394791,동향,대전 서구 탄방동 835,공작한양아파트 12동
36.347808,127.393193,남향,대전 서구 탄방동 835,공작한양아파트 3동
36.349297,127.393259,남향,대전 서구 둔산동 1510,목련아파트 301동
36.349277,127.390777,남향,대전 서구 둔산동 1510,목련아파트 101동
36.34743,127.394204,남향,대전 서구 탄방동 835,공작한양아파트 10동
36.348615,127.394818,동향,대전 서구 탄방동 835,공작한양아파트 11동
36.347683,127.394803,동향,대전 서구 탄방동 835,공작한양아파트 13동
36.453214, 127.424168,남향,대전 대덕구 석봉동 496-4, 등마루아파트
36.358408,127.367176,동향,대전 서구 월평동 312-1,진달래아파트 104동
36.360141,127.375054,남향,대전 서구 월평동 266-1,샛별아파트 101동
36.359136,127.367892,동향,대전 서구 월평동 312-1,진달래아파트 102동
36.358192,127.373501,동향,대전 서구 월평동 301,누리아파트 113동
36.359632,127.37356,동향,대전 서구 월평동 301,누리아파트 116동
36.359106,127.374966,남향,대전 서구 월평동 300,무지개아파트 102동
36.360615,127.376055,남향,대전 서구 월평동 266-1,샛별아파트 104동
36.358388,127.367921,동향,대전 서구 월평동 312-1,진달래아파트 101동
36.359143,127.373498,동향,대전 서구 월평동 301,누리아파트 115동
36.359172,127.369107,동향,대전 서구 월평동 301,누리아파트 102동
36.35904,127.375989,남향,대전 서구 월평동 300,무지개아파트 106동
36.35961,127.372296,동향,대전 서구 월평동 301,누리아파트 109동
36.360614,127.375039,남향,대전 서구 월평동 266-1,샛별아파트 103동
36.358636,127.374958,남향,대전 서구 월평동 300,무지개아파트 103동
36.359119,127.370399,동향,대전 서구 월평동 301,누리아파트 107동
36.359141,127.365768,동향,대전 서구 월평동 312-1,진달래아파트 111동
36.358897,127.367209,동향,대전 서구 월평동 312-1,진달래아파트 105동
36.358646,127.370586,동향,대전 서구 월평동 301,누리아파트 106동
36.35869,127.369199,동향,대전 서구 월평동 301,누리아파트 103동
36.35865,127.36577,동향,대전 서구 월평동 312-1,진달래아파트 110동
36.358167,127.375983,남향,대전 서구 월평동 300,무지개아파트 105동
36.35963,127.364751,동향,대전 서구 월평동 312,전원아파트 101동
36.359607,127.370404,동향,대전 서구 월평동 301,누리아파트 108동
36.359419,127.367208,동향,대전 서구 월평동 312-1,진달래아파트 106동
36.35865,127.366468,동향,대전 서구 월평동 312-1,진달래아파트 107동
36.358195,127.369473,동향,대전 서구 월평동 301,누리아파트 104동
36.358192,127.370671,동향,대전 서구 월평동 301,누리아파트 105동
36.35914,127.366521,동향,대전 서구 월평동 312-1,진달래아파트 108동
36.359576,127.374999,남향,대전 서구 월평동 300,무지개아파트 101동
36.360136,127.37591,남향,대전 서구 월평동 266-1,샛별아파트 102동
36.359624,127.366517,동향,대전 서구 월평동 312-1,진달래아파트 109동
36.358698,127.36495,동향,대전 서구 월평동 312,전원아파트 103동
36.358166,127.374959,남향,대전 서구 월평동 300,무지개아파트 104동
36.359119,127.372202,동향,대전 서구 월평동 301,누리아파트 110동
36.359632,127.367909,동향,대전 서구 월평동 312-1,진달래아파트 103동
36.359626,127.365774,동향,대전 서구 월평동 312-1,진달래아파트 112동
36.359572,127.375997,남향,대전 서구 월평동 300,무지개아파트 107동
36.358639,127.372339,동향,대전 서구 월평동 301,누리아파트 111동
36.358676,127.373564,동향,대전 서구 월평동 301,누리아파트 114동
36.359637,127.369204,동향,대전 서구 월평동 301,누리아파트 101동
36.359167,127.364794,동향,대전 서구 월평동 312,전원아파트 102동
36.358189,127.371978,동향,대전 서구 월평동 301,누리아파트 112동
36.418844,127.441933,남동향,대전 대덕구 장동 212,무궁화아파트 101동
36.419132,127.441847,남동향,대전 대덕구 장동 212,무궁화아파트 102동
36.374835,127.393168,동향,대전 유성구 도룡동 4-27,연구개발특구진흥재단
36.330353,127.454426,남서향,대전 동구 용운동 147,주공아파트 205동
36.330687,127.454717,남서향,대전 동구 용운동 147,주공아파트 206동
36.330023,127.454092,남서향,대전 동구 용운동 147,주공아파트 204동
36.329253,127.453796,남동향,대전 동구 용운동 147,주공아파트 203동
36.328946,127.453203,남동향,대전 동구 용운동 147,주공아파트 202동
36.328456,127.453354,남동향,대전 동구 용운동 147,주공아파트 201동
36.330816,127.456018,남향,대전 동구 용운동 703,한화꿈에그린아파트 101동
36.331303,127.45612,남향,대전 동구 용운동 703,한화꿈에그린아파트 102동
36.330841,127.456736,남동향,대전 동구 용운동 703,한화꿈에그린아파트 107동
36.360208,127.365698,남향,대전 서구 월평동 311-1,하나로아파트 103동
36.360211,127.366463,남향,대전 서구 월평동 311-1,하나로아파트 101동
36.360109,127.36494,동향,대전 서구 월평동 311-1,하나로아파트 105동
36.360631,127.364924,남향,대전 서구 월평동 311-1,하나로아파트 106동
36.360705,127.365687,남향,대전 서구 월평동 311-1,하나로아파트 104동
36.360707,127.366576,남향,대전 서구 월평동 311-1,하나로아파트 102동
36.361162,127.365032,남향,대전 서구 월평동 311-1,하나로아파트 107동
36.361669,127.36486,남향,대전 서구 월평동 311-1,하나로아파트 108동
36.361548,127.364252,남동향,대전 서구 월평동 311-1,하나로아파트 112동
36.361147,127.364082,남서향,대전 서구 월평동 311-1,하나로아파트 111동
36.361133,127.363492,남동향,대전 서구 월평동 311-1,하나로아파트 110동
36.360671,127.363835,남동향,대전 서구 월평동 311-1,하나로아파트 109동
36.361401,127.367556,남향,대전 서구 월평동 311,다모아아파트 102동
36.361656,127.368241,남향,대전 서구 월평동 311,다모아아파트 106동
36.361891,127.367593,남향,대전 서구 월평동 311,다모아아파트 107동
36.361671,127.366701,동향,대전 서구 월평동 311,다모아아파트 105동
36.361665,127.366238,동향,대전 서구 월평동 311,다모아아파트 104동
36.361727,127.365802,동향,대전 서구 월평동 311,다모아아파트 103동
36.361186,127.366367,동향,대전 서구 월평동 311,다모아아파트 101동
36.362128,127.366632,남향,대전 서구 월평동 311,다모아아파트 108동
36.362367,127.367515,남향,대전 서구 월평동 311,다모아아파트 109동
36.363053,127.367521,남서향,대전 서구 월평동 311,다모아아파트 112동
36.362893,127.366772,남동향,대전 서구 월평동 311,다모아아파트 111동
36.362382,127.36581,남동향,대전 서구 월평동 311,다모아아파트 110동
36.362066,127.370439,동향,대전 서구 월평동 302,황실타운 101동
36.362065,127.371329,남향,대전 서구 월평동 302,황실타운 102동
36.361576,127.370429,동향,대전 서구 월평동 302,황실타운 105동
36.361578,127.371329,남향,대전 서구 월평동 302,황실타운 106동
36.361083,127.370422,동향,대전 서구 월평동 302,황실타운 108동
36.36108,127.371303,남향,대전 서구 월평동 302,황실타운 109동
36.360589,127.37131,남향,대전 서구 월평동 302,황실타운 112동
36.360591,127.370421,남향,대전 서구 월평동 302,황실타운 111동
36.360087,127.371323,동향,대전 서구 월평동 302,황실타운 116동
36.360086,127.370444,남향,대전 서구 월평동 302,황실타운 115동
36.362076,127.372384,남향,대전 서구 월평동 302,황실타운 103동
36.361554,127.372373,남향,대전 서구 월평동 302,황실타운 107동
36.361074,127.372374,남향,대전 서구 월평동 302,황실타운 110동
36.360578,127.372378,동향,대전 서구 월평동 302,황실타운 113동
36.360087,127.372962,남향,대전 서구 월평동 302,황실타운 117동
36.36036,127.373798,남향,대전 서구 월평동 302,황실타운 119동
36.360846,127.373621,남향,대전 서구 월평동 302,황실타운 118동
36.331274,127.456777,남서향,대전 동구 용운동 703,한화꿈에그린아파트 108동
36.331201,127.457308,남동향,대전 동구 용운동 703,한화꿈에그린아파트 112동
36.331614,127.457237,남서향,대전 동구 용운동 703,한화꿈에그린아파트 109동
36.331539,127.45773,남동향,대전 동구 용운동 703,한화꿈에그린아파트 113동
36.331895,127.45814,남동향,대전 동구 용운동 703,한화꿈에그린아파트 114동
36.332025,127.457068,남서향,대전 동구 용운동 703,한화꿈에그린아파트 104동
36.385988,127.377188,남향,대전 유성구 도룡동 381-42,LG화학사원아파트 1동
36.386256,127.377253,동향,대전 유성구 도룡동 381-42,LG화학사원아파트 2동
36.38663,127.377148,동향,대전 유성구 도룡동 381-42,LG화학사원아파트 3동
36.386658,127.377844,동향,대전 유성구 도룡동 381-42,LG화학사원아파트 독신자형주택1동
36.386653,127.37829,남향,대전 유성구 도룡동 381-42,LG화학사원아파트 7동
36.363498,127.416995,남향,대전 대덕구 대화동 31-36,두레아파트 101동
36.353771,127.339947,남향,대전 유성구 봉명동 447-6, 레자미아파트
36.320581,127.421009,남동향,대전 중구 대흥동 311-1, 대전광역시 노인복지관입구
36.367423,127.442772,남동향,대전 대덕구 송촌동 462,선비마을4단지아파트 402동
36.367931,127.44436,남동향,대전 대덕구 송촌동 462,선비마을4단지아파트 402동
36.298068,127.355806,동향,대전 서구 가수원동 808,은아아파트5단지 503동
36.298573,127.355708,남향,대전 서구 가수원동 808,은아아파트5단지 502동
36.299062,127.355519,남향,대전 서구 가수원동 808,은아아파트5단지 501동
36.297418,127.356028,남향,대전 서구 가수원동 809,은아아파트5단지 504동
36.296799,127.356196,남향,대전 서구 가수원동 809,은아아파트5단지 505동
36.314681,127.445793,동향,대전 동구 천동 529,휴먼시아1단지아파트 102동
36.399476,127.397108,남향,대전 유성구 전민동 460-1,삼성푸른아파트 113동
36.371835,127.318616,동향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 816동
36.371311,127.318658,동향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 815동
36.370805,127.31864,동향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 814동
36.370294,127.318645,동향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 813동
36.369796,127.31861,남향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 812동
36.369798,127.319426,동향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 811동
36.369799,127.320136,동향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 810동
36.371866,127.319568,동향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 801동
36.371548,127.319848,남향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 802동
36.371147,127.319375,남향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래
36.37095,127.319786,남향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 805동
36.370645,127.31979,남향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 806동
36.370419,127.31939,동향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 808동
36.37042,127.3201,동향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 807동
36.370186,127.3198,남향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 809동
36.371163,127.320203,동향,대전 유성구 노은동 520-1,열매마을아파트 8단지 새미래 803동
36.399477,127.397716,동향,대전 유성구 전민동 460-1,삼성푸른아파트 112동
36.399478,127.398447,동향,대전 유성구 전민동 460-1,삼성푸른아파트 107동
36.399477,127.399196,남향,대전 유성구 전민동 460-1,삼성푸른아파트 106동
36.399005,127.398147,동향,대전 유성구 전민동 460-1,삼성푸른아파트 111동
36.399007,127.398575,남향,대전 유성구 전민동 460-1,삼성푸른아파트 108동
36.398991,127.399275,동향,대전 유성구 전민동 460-1,삼성푸른아파트 105동
36.399004,127.399859,동향,대전 유성구 전민동 460-1,삼성푸른아파트 101동
36.3986,127.398478,남향,대전 유성구 전민동 460-1,삼성푸른아파트 110동
36.398602,127.398944,남향,대전 유성구 전민동 460-1,삼성푸른아파트 109동
36.398597,127.399519,남향,대전 유성구 전민동 460-1,삼성푸른아파트 103동
36.398594,127.399983,동향,대전 유성구 전민동 460-1,삼성푸른아파트 102동
36.378522,127.357537,남서향,대전 유성구 어은동 52,한국생명공학연구원
36.358984,127.347628,남향,대전 유성구 봉명동 640-2,하이랜드 1
36.378021,127.391078,남서향,대전 유성구 도룡동 4-6,스마트시티 201동
36.378627,127.392379,남서향,대전 유성구 도룡동 4-6,스마트시티 202동
36.378129,127.393001,남서향,대전 유성구 도룡동 4-6,스마트시티 203동
36.377751,127.394116,남서향,대전 유성구 도룡동 4-7,스마트시티 501동
36.377183,127.394875,남서향,대전 유성구 도룡동 4-7,스마트시티 502동
36.377058,127.395878,남서향,대전 유성구 도룡동 4-7,스마트시티 503동
36.377799,127.391738,남향,대전 유성구 도룡동 4-6,스마트시티 204동
36.37687,127.393904,동향,대전 유성구 도룡동 4-7,스마트시티 504동
36.3789,127.390027,동향,대전 유성구 도룡동 3-10,대전청년하우스
36.343518,127.332996,동향,대전 유성구 상대동 462,도안신도시 한라비발디 아파트 303
36.343505,127.333993,동향,대전 유성구 상대동 462,도안신도시 한라비발디 아파트 306
36.344219,127.334975,남서향,대전 유성구 상대동 462,도안신도시 한라비발디 아파트 303
36.344223,127.33422,동향,대전 유성구 상대동 462,도안신도시 한라비발디 아파트 309
36.344149,127.333564,남동향,대전 유성구 상대동 462,도안신도시 한라비발디 아파트 308
36.344732,127.333436,남동향,대전 유성구 상대동 462,도안신도시 한라비발디 아파트 303
36.344967,127.334155,동향,대전 유성구 상대동 462,도안신도시 한라비발디 아파트 303
36.344926,127.334987,남동향,대전 유성구 상대동 462,도안신도시 한라비발디 아파트 301
36.298633,127.330147,동향,대전 서구 관저동 1148,구봉마을 8단지 801동
36.298368,127.330517,남향,대전 서구 관저동 1148,구봉마을 8단지 802동
36.297891,127.330205,동향,대전 서구 관저동 1148,구봉마을 8단지 803동
36.297577,127.330568,남향,대전 서구 관저동 1148,구봉마을 8단지 804동
36.296667,127.330504,남향,대전 서구 관저동 1148,구봉마을 8단지 805동
36.297029,127.330992,남향,대전 서구 관저동 1148,구봉마을 8단지 806동
36.298053,127.33099,동향,대전 서구 관저동 1148,구봉마을 8단지 807동
36.298283,127.331495,동향,대전 서구 관저동 1148,구봉마을 8단지 808동
36.297563,127.33155,동향,대전 서구 관저동 1148,구봉마을 8단지 809동
36.296828,127.331564,동향,대전 서구 관저동 1148,구봉마을 8단지 810동
36.297327,127.331951,동향,대전 서구 관저동 1148,구봉마을 8단지 812동
36.296663,127.331947,동향,대전 서구 관저동 1148,구봉마을 8단지 811동
36.297956,127.331939,동향,대전 서구 관저동 1148,구봉마을 8단지 813동
36.298609,127.331959,동향,대전 서구 관저동 1148,구봉마을 8단지 814동
36.297519,127.332499,동향,대전 서구 관저동 1148,구봉마을 8단지 815동
36.296667,127.332503,동향,대전 서구 관저동 1148,구봉마을 8단지 819동
36.296947,127.332811,남향,대전 서구 관저동 1148,구봉마을 8단지 818동
36.297314,127.332814,남향,대전 서구 관저동 1148,구봉마을 8단지 817동
36.297626,127.332974,남향,대전 서구 관저동 1148,구봉마을 8단지 복지관
36.296701,127.333111,남향,대전 서구 관저동 1148,구봉마을 8단지 820동
36.295861,127.331755,동향,대전 서구 관저동 1154,구봉마을9단지 904동
36.295633,127.332185,동향,대전 서구 관저동 1154,구봉마을9단지 905동
36.295867,127.332599,동향,대전 서구 관저동 1154,구봉마을9단지 906동
36.293714,127.331057,동향,대전 서구 관저동 1154,구봉마을9단지 911동
36.294515,127.33184,동향,대전 서구 관저동 1154,구봉마을9단지 901동
36.295217,127.331812,동향,대전 서구 관저동 1154,구봉마을9단지 903동
36.295211,127.332467,동향,대전 서구 관저동 1154,구봉마을9단지 907동
36.294576,127.33244,남향,대전 서구 관저동 1154,구봉마을9단지 908동
36.294152,127.332187,동향,대전 서구 관저동 1154,구봉마을9단지 909동
36.293865,127.331711,동향,대전 서구 관저동 1154,구봉마을9단지 910동
36.294196,127.331026,동향,대전 서구 관저동 1154,구봉마을9단지 912동
36.294899,127.332065,남향,대전 서구 관저동 1154,구봉마을9단지 902동
36.296981,127.329169,남향,대전 서구 관저동 1144,구봉마을 7단지 705동
36.297672,127.329254,동향,대전 서구 관저동 1144,구봉마을 7단지 703동
36.298251,127.328943,남향,대전 서구 관저동 1144,구봉마을 7단지 702동
36.296851,127.32833,남향,대전 서구 관저동 1144,구봉마을 7단지 706동
36.298138,127.328109,남향,대전 서구 관저동 1144,구봉마을 7단지 701동
36.297119,127.327797,남향,대전 서구 관저동 1144,구봉마을 7단지 707동
36.297583,127.327797,남향,대전 서구 관저동 1144,구봉마을 7단지 709동
36.297357,127.327313,남향,대전 서구 관저동 1144,구봉마을 7단지 708동
36.297611,127.328529,남향,대전 서구 관저동 1144,구봉마을 7단지 708동
36.320919,127.392356,남향,대전 중구 태평동 551,버드내마을아파트2단지 217동
36.321082,127.388637,동향,대전 중구 태평동 389-5,파라곤아파트 상가동 306동
36.320871,127.390869,남향,대전 중구 태평동 551,버드내마을아파트2단지 210동
36.321994,127.388293,동향,대전 중구 태평동 389-5,파라곤아파트 상가동 304동
36.321693,127.388768,동향,대전 중구 태평동 389-5,파라곤아파트 상가동 305동
36.316015,127.443267,남동향,대전 동구 천동 540,위드힐 312동
36.316026,127.443867,남동향,대전 동구 천동 540,위드힐 313동
36.360816,127.333087,동향,대전 유성구 장대동 479,장대푸르지오 101동
36.360717,127.332466,동향,대전 유성구 장대동 479,장대푸르지오 102동
36.360679,127.331776,동향,대전 유성구 장대동 479,장대푸르지오 103동
36.361266,127.333061,동향,대전 유성구 장대동 479,장대푸르지오 104동
36.361196,127.332398,동향,대전 유성구 장대동 479,장대푸르지오 105동
36.361154,127.331659,동향,대전 유성구 장대동 479,장대푸르지오 106동
36.361748,127.332295,동향,대전 유성구 장대동 479,장대푸르지오 110동
36.361703,127.331427,동향,대전 유성구 장대동 479,장대푸르지오 110동
36.362193,127.332208,동향,대전 유성구 장대동 479,장대푸르지오 110동
36.36214,127.331738,동향,대전 유성구 장대동 479,장대푸르지오 110동
36.292479,127.340039,남동향,대전 서구 관저동 1584,다온숲3단지 315동
36.293348,127.340034,남동향,대전 서구 관저동 1584,다온숲3단지 312동
36.292465,127.339256,남동향,대전 서구 관저동 1584,다온숲3단지 316동
36.292437,127.338399,남동향,대전 서구 관저동 1584,다온숲3단지 301동
36.292433,127.337281,남향,대전 서구 관저동 1584,다온숲3단지 303동
36.29243,127.337744,남향,대전 서구 관저동 1584,다온숲3단지 302동
36.292791,127.337471,남향,대전 서구 관저동 1584,다온숲3단지 304동
36.293281,127.337862,남동향,대전 서구 관저동 1584,다온숲3단지 305동
36.293205,127.338512,남동향,대전 서구 관저동 1584,다온숲3단지 306동
36.293973,127.339154,남동향,대전 서구 관저동 1584,다온숲3단지 308동
36.294522,127.339192,남동향,대전 서구 관저동 1584,다온숲3단지 309동
36.293832,127.338476,남동향,대전 서구 관저동 1584,다온숲3단지 307동
36.293337,127.339318,남동향,대전 서구 관저동 1584,다온숲3단지 313동
36.294582,127.339974,남향,대전 서구 관저동 1584,다온숲3단지 310동
36.293994,127.339986,동향,대전 서구 관저동 1584,다온숲3단지 311동
36.292932,127.340051,남동향,대전 서구 관저동 1584,다온숲3단지 314동
36.301938,127.342165,남향,대전 서구 관저동 1420,관저리슈빌 108동
36.300485,127.341161,동향,대전 서구 관저동 1420,관저리슈빌 101동
36.302168,127.341697,동향,대전 서구 관저동 1420,관저리슈빌 111동
36.302086,127.341326,동향,대전 서구 관저동 1420,관저리슈빌 110동
36.302312,127.342541,동향,대전 서구 관저동 1420,관저리슈빌 112동
36.302348,127.342907,동향,대전 서구 관저동 1420,관저리슈빌 113동
36.351504,127.391942,동향,대전 서구 둔산동 1509,크로바아파트 110동
36.35191,127.392026,동향,대전 서구 둔산동 1509,크로바아파트 109동
36.351504,127.394474,동향,대전 서구 둔산동 1509,크로바아파트 120동
36.351905,127.394507,남향,대전 서구 둔산동 1509,크로바아파트 119동
36.351907,127.393393,동향,대전 서구 둔산동 1509,크로바아파트 112동
36.352384,127.392022,동향,대전 서구 둔산동 1509,크로바아파트 108동
36.353348,127.393302,남향,대전 서구 둔산동 1509,크로바아파트 115동
36.35286,127.392198,남향,대전 서구 둔산동 1509,크로바아파트 107동
36.353359,127.394562,남향,대전 서구 둔산동 1509,크로바아파트 116동
36.352865,127.394415,남향,대전 서구 둔산동 1509,크로바아파트 117동
36.352392,127.39447,남향,대전 서구 둔산동 1509,크로바아파트 118동
36.403217,127.405457,남동향,대전 유성구 전민동 464-1,엑스포아파트 104동
36.403315,127.406247,남서향,대전 유성구 전민동 464-1,엑스포아파트 105동
36.40297,127.406979,동향,대전 유성구 전민동 464-1,엑스포아파트 106동
36.402636,127.407839,남향,대전 유성구 전민동 464-1,엑스포아파트 107동
36.402731,127.405635,남향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.402002,127.405549,남향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.401938,127.407131,남향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.402027,127.407865,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.401701,127.408228,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.402097,127.40899,남향,대전 유성구 전민동 464-1,엑스포아파트 205동
36.401738,127.4099,남향,대전 유성구 전민동 464-1,엑스포아파트 206동
36.401225,127.408234,남서향,대전 유성구 전민동 464-1,엑스포아파트 203동
36.401202,127.408802,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.4012,127.410226,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.400633,127.410102,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.400131,127.409757,동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.400761,127.409159,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.400443,127.408668,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.399971,127.408733,남서향,대전 유성구 전민동 464-1,엑스포아파트 210동
36.401187,127.406854,남동향,대전 유성구 전민동 464-1,엑스포아파트 503동
36.401318,127.407376,남서향,대전 유성구 전민동 464-1,엑스포아파트 504동
36.401077,127.407649,남서향,대전 유성구 전민동 464-1,엑스포아파트 505동
36.400826,127.406706,남서향,대전 유성구 전민동 464-1,엑스포아파트 502동
36.400396,127.406822,남서향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.400247,127.407309,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.400551,127.407694,남동향,대전 유성구 전민동 464-1,엑스포아파트 506동
36.400039,127.407847,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.399453,127.407785,남서향,대전 유성구 전민동 464-1,엑스포아파트 509동
36.399377,127.40857,남동향,대전 유성구 전민동 464-1,엑스포아파트 303동
36.39897,127.408485,남서향,대전 유성구 전민동 464-1,엑스포아파트 302동
36.39861,127.408148,남서향,대전 유성구 전민동 464-1,엑스포아파트 309동
36.399483,127.409467,동향,대전 유성구 전민동 464-1,엑스포아파트 304동
36.39891,127.409618,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.398327,127.409534,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.397614,127.409074,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.397965,127.40828,남서향,대전 유성구 전민동 464-1,엑스포아파트 308동
36.397685,127.405519,동향,대전 유성구 전민동 464-1,엑스포아파트 410동
36.397234,127.405277,남서향,대전 유성구 전민동 464-1,엑스포아파트 409동
36.3971,127.405725,남향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.396898,127.405238,남동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.396531,127.405297,남서향,대전 유성구 전민동 464-1,엑스포아파트 407동
36.396496,127.406174,동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.396761,127.406982,남향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.396974,127.407899,동향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.397714,127.40716,남향,대전 유성구 전민동 464-1,엑스포아파트 507동
36.397592,127.407855,남서향,대전 유성구 전민동 464-1,엑스포아파트 403동
36.306761,127.388532,남향,대전 중구 산성동 286-33,삼창빌라 다동
36.306892,127.388337,남향,대전 중구 산성동 286-15,삼창빌라 나동
36.306488,127.387457,남향,대전 중구 산성동 285-3,삼창금빛아파트 101동
36.376294,127.317162,동향,대전 유성구 지족동 858,열매마을아파트4단지 404동
36.376758,127.317139,동향,대전 유성구 지족동 858,열매마을아파트4단지 403동
36.377215,127.317146,동향,대전 유성구 지족동 858,열매마을아파트4단지 402동
36.37815,127.316635,동향,대전 유성구 지족동 858,열매마을아파트4단지 408동
36.377753,127.317257,동향,대전 유성구 지족동 858,열매마을아파트4단지 401동
36.376308,127.31642,동향,대전 유성구 지족동 858,열매마을아파트4단지 405동
36.376401,127.315609,동향,대전 유성구 지족동 858,열매마을아파트4단지 412동
36.376974,127.31645,동향,대전 유성구 지족동 858,열매마을아파트4단지 406동
36.376981,127.315938,동향,대전 유성구 지족동 858,열매마을아파트4단지 409동
36.376988,127.315477,동향,대전 유성구 지족동 858,열매마을아파트4단지 410동
36.376716,127.315231,남향,대전 유성구 지족동 858,열매마을아파트4단지 411동
36.377541,127.316676,동향,대전 유성구 지족동 858,열매마을아파트4단지 407동
36.341106,127.341588,동향,대전 유성구 원신흥동 495,도안휴먼시아10단지 1005동
36.340514,127.341633,동향,대전 유성구 원신흥동 495,도안휴먼시아10단지 1004동
36.340591,127.340474,남동향,대전 유성구 원신흥동 495,도안휴먼시아10단지 1006동
36.339836,127.341549,남향,대전 유성구 원신흥동 495,도안휴먼시아10단지 1003동
36.339845,127.340508,남동향,대전 유성구 원신흥동 495,도안휴먼시아10단지 1007동
36.339563,127.339612,남동향,대전 유성구 원신흥동 495,도안휴먼시아10단지 1008동
36.339444,127.338944,남동향,대전 유성구 원신흥동 495,도안휴먼시아10단지 1009동
36.338727,127.338752,동향,대전 유성구 원신흥동 495,도안휴먼시아10단지 1010동
36.338787,127.339462,남향,대전 유성구 원신흥동 495,도안휴먼시아10단지 1011동
36.33884,127.340467,남서향,대전 유성구 원신흥동 495,도안휴먼시아10단지 1001동
36.339062,127.341185,남서향,대전 유성구 원신흥동 495,도안휴먼시아10단지 1002동
36.400428,127.401082,남동향,대전 유성구 전민동 462-5,세종아파트 101동
36.400726,127.401813,남향,대전 유성구 전민동 462-5,세종아파트 102동
36.400727,127.402801,남향,대전 유성구 전민동 462-5,세종아파트 103동
36.400715,127.403501,남향,대전 유성구 전민동 462-5,세종아파트 104동
36.40073,127.404269,동향,대전 유성구 전민동 462-5,세종아파트 105동
36.400315,127.404267,남향,대전 유성구 전민동 462-5,세종아파트 106동
36.40032,127.403379,남향,대전 유성구 전민동 462-5,세종아파트 107동
36.400326,127.402166,남향,대전 유성구 전민동 462-5,세종아파트 106동
36.399937,127.401723,남향,대전 유성구 전민동 462-5,세종아파트 106동
36.399925,127.403178,남향,대전 유성구 전민동 462-5,세종아파트 106동
36.399944,127.403988,동향,대전 유성구 전민동 462-5,세종아파트 106동
36.401202,127.40435,남향,대전 유성구 전민동 462-4,청구나래아파트 101동
36.401209,127.403569,남향,대전 유성구 전민동 462-4,청구나래아파트 104동
