year,month,sido,houseCnt,usage,dong,ds,prophet_pred,xgb_pred
2017,7,대전광역시,119815.0,234.29,중구,2017-07-01,227.44613942406863,232.9074
2017,8,대전광역시,119921.0,268.5,중구,2017-08-01,290.2871970369512,269.61322
2017,9,대전광역시,120107.0,213.59,중구,2017-09-01,249.66093044511845,213.54366
2017,10,대전광역시,120218.0,197.37,중구,2017-10-01,200.49241185262252,194.9125
2017,11,대전광역시,120380.0,194.5,중구,2017-11-01,206.51724979157223,195.80353
2017,12,대전광역시,120529.0,226.53,중구,2017-12-01,220.27100098834643,226.53319
2018,1,대전광역시,120693.0,243.79,중구,2018-01-01,244.51163462104637,243.69644
2018,2,대전광역시,120744.0,247.38,중구,2018-02-01,243.2984552201801,247.55804
2018,3,대전광역시,120699.0,209.53,중구,2018-03-01,208.9220922912482,208.84085
2018,4,대전광역시,120906.0,213.11,중구,2018-04-01,214.96103013290823,214.25935
2018,5,대전광역시,121016.0,197.54,중구,2018-05-01,198.18100936652792,197.78923
2018,6,대전광역시,121487.0,201.3,중구,2018-06-01,204.34453306440278,205.18184
2018,7,대전광역시,121548.0,228.85,중구,2018-07-01,227.56252594313125,228.47873
2018,8,대전광역시,121823.0,333.24,중구,2018-08-01,289.03499286720796,332.12598
2018,9,대전광역시,121929.0,242.03,중구,2018-09-01,242.26954405796803,242.56989
2018,10,대전광역시,121863.0,193.02,중구,2018-10-01,201.0748369014032,193.23682
2018,11,대전광역시,121976.0,208.97,중구,2018-11-01,209.72029272224484,208.56172
2018,12,대전광역시,122052.0,219.5,중구,2018-12-01,221.9174463869299,219.9066
2019,1,대전광역시,122082.0,240.4,중구,2019-01-01,242.13835671183062,240.68896
2019,2,대전광역시,122099.0,237.51,중구,2019-02-01,240.56751634943197,237.14006
2019,3,대전광역시,122121.0,204.25,중구,2019-03-01,206.97760110707046,203.99925
2019,4,대전광역시,122273.0,213.68,중구,2019-04-01,215.17055449126048,211.86415
2019,5,대전광역시,122317.0,195.99,중구,2019-05-01,199.07015801001222,195.90471
2019,6,대전광역시,122401.0,196.96,중구,2019-06-01,205.03912136232108,202.25572
2019,7,대전광역시,122432.0,204.64,중구,2019-07-01,227.94411548286365,206.10301
2019,8,대전광역시,122732.0,283.59,중구,2019-08-01,288.0153271656625,283.79892
2019,9,대전광역시,122771.0,239.93,중구,2019-09-01,235.40300632868204,228.85474
2019,10,대전광역시,122821.0,197.12,중구,2019-10-01,202.44766354745667,196.79257
2019,11,대전광역시,122890.0,205.89,중구,2019-11-01,213.70785442870675,206.67859
2019,12,대전광역시,122883.0,217.65,중구,2019-12-01,224.32328852934276,216.88716
2020,1,대전광역시,123085.0,234.22,중구,2020-01-01,240.66868507539104,235.59041
2020,2,대전광역시,123135.0,234.85,중구,2020-02-01,238.96987171557618,234.98055
2020,3,대전광역시,123115.0,217.31,중구,2020-03-01,211.36511926705398,216.63081
2020,4,대전광역시,123009.0,220.63,중구,2020-04-01,213.38078136179888,220.02582
2020,5,대전광역시,122786.0,203.22,중구,2020-05-01,195.43663147487808,202.97629
2020,6,대전광역시,122649.0,210.0,중구,2020-06-01,202.19157237203993,208.94714
2020,7,대전광역시,122460.0,215.79,중구,2020-07-01,226.19665149771555,217.86179
2020,8,대전광역시,122375.0,258.03,중구,2020-08-01,290.54971828402955,290.1537
2020,9,대전광역시,122310.0,275.03,중구,2020-09-01,256.4406552527309,274.5507
2020,10,대전광역시,122276.0,200.64,중구,2020-10-01,199.66197117736425,200.71284
2020,11,대전광역시,122340.0,214.01,중구,2020-11-01,203.15728961199073,214.35394
2020,12,대전광역시,122388.0,226.22,중구,2020-12-01,218.53190007159677,225.87447
2021,1,대전광역시,122295.0,253.38,중구,2021-01-01,246.99401803563345,252.45067
2021,2,대전광역시,122544.0,244.85,중구,2021-02-01,246.4292153949452,245.38806
2021,3,대전광역시,122513.0,206.96,중구,2021-03-01,211.5640728572151,208.0677
2021,4,대전광역시,122460.0,214.08,중구,2021-04-01,215.70617812694275,213.89528
2021,5,대전광역시,122516.0,199.21,중구,2021-05-01,198.46277913264476,199.3213
2021,6,대전광역시,122746.0,207.58,중구,2021-06-01,205.04508313125334,207.22504
2021,7,대전광역시,121017.0,238.17,중구,2021-07-01,228.78187719501278,224.97353
2021,8,대전광역시,121579.0,313.86,중구,2021-08-01,291.8292407279587,313.9769
2021,9,대전광역시,121471.0,236.81,중구,2021-09-01,251.40928005615032,236.54721
2021,10,대전광역시,122445.0,201.13,중구,2021-10-01,202.44043184418268,201.5512
2021,11,대전광역시,122577.0,210.21,중구,2021-11-01,208.67159584300703,209.91441
2021,12,대전광역시,122498.0,218.81,중구,2021-12-01,222.62436307584045,219.03036
2022,1,대전광역시,122492.0,241.17,중구,2022-01-01,247.07064661244232,241.9626
2022,2,대전광역시,122355.0,241.47,중구,2022-02-01,246.0631220678647,241.80115
2022,3,대전광역시,122309.0,209.21,중구,2022-03-01,211.87251191230638,209.07996
2022,4,대전광역시,122283.0,215.94,중구,2022-04-01,218.116299439755,216.67343
2022,5,대전광역시,122333.0,194.04,중구,2022-05-01,201.53452030472772,194.13641
2022,6,대전광역시,122343.0,202.45,중구,2022-06-01,207.90289530528622,204.53368
2022,7,대전광역시,122235.0,262.1,중구,2022-07-01,231.31913138014198,260.37415
2022,8,대전광역시,122187.0,303.27,중구,2022-08-01,292.9859265358896,312.15567
2022,9,대전광역시,122036.0,245.68,중구,2022-09-01,246.4148059582888,245.93132
2022,10,대전광역시,122033.0,201.86,중구,2022-10-01,205.40815842726965,202.62123
2022,11,대전광역시,121964.0,208.94,중구,2022-11-01,214.24794252786833,214.98148
2022,12,대전광역시,121759.0,223.23,중구,2022-12-01,226.63165764955124,223.16833
2023,1,대전광역시,121700.0,247.14,중구,2023-01-01,247.04534814670637,246.91223
2023,2,대전광역시,121694.0,241.38,중구,2023-02-01,245.66728795652523,240.7914
2023,3,대전광역시,121622.0,202.13,중구,2023-03-01,212.25149674075408,201.91432
2023,4,대전광역시,121609.0,208.19,중구,2023-04-01,220.5901710750656,208.26173
2023,5,대전광역시,121597.0,196.13,중구,2023-05-01,204.63079486812535,196.58043
2023,6,대전광역시,121603.0,205.58,중구,2023-06-01,210.74547917056358,205.17462
2023,7,대전광역시,122747.0,238.35,중구,2023-07-01,233.7914935654059,238.65854
2023,8,대전광역시,122773.0,309.92,중구,2023-08-01,294.00842619832065,310.2334
2023,9,대전광역시,122767.0,273.55,중구,2023-09-01,241.45368032696348,272.3238
2023,10,대전광역시,123193.0,203.13,중구,2023-10-01,208.5540552543607,203.604
2023,11,대전광역시,124073.0,202.86,중구,2023-11-01,219.87182110117692,203.20978
2023,12,대전광역시,124750.0,214.95,중구,2023-12-01,230.54297291047718,219.85988
2024,1,대전광역시,124717.0,233.48,중구,2024-01-01,246.914509015537,236.26674
2024,2,대전광역시,124792.0,230.93,중구,2024-02-01,245.24183521467126,231.26967
2024,3,대전광역시,124783.0,208.01,중구,2024-03-01,217.66153590197732,207.97101
2024,4,대전광역시,124718.0,207.07,중구,2024-04-01,219.70333755567637,207.24146
2024,5,대전광역시,124667.0,189.7,중구,2024-05-01,201.7608766155398,189.27003
2024,6,대전광역시,124645.0,202.77,중구,2024-06-01,208.51756275775332,202.14883
2024,7,대전광역시,125067.0,236.31,중구,2024-07-01,232.52433083020784,236.4788
2024,8,대전광역시,126060.0,334.03,중구,2024-08-01,296.8791428615421,347.39206
2024,9,대전광역시,126896.0,326.26,중구,2024-09-01,262.77181011383306,302.42038
2024,10,대전광역시,127856.0,226.71,중구,2024-10-01,205.9948005062702,226.68561
2024,11,대전광역시,127867.0,199.55,중구,2024-11-01,209.49184922437334,205.46007
2024,12,대전광역시,127807.0,211.39,중구,2024-12-01,224.86813415188396,211.02544
2025,1,,,,중구,,253.33198155122972,241.19345
2025,2,,,,중구,,252.7689083458584,244.3397
2025,3,,,,중구,,217.90532787869122,205.43634
2025,4,,,,중구,,222.04916258375647,208.517
2025,5,,,,중구,,204.80578948332783,196.39479
2025,6,,,,중구,,211.38812023901744,201.19305
2025,7,,,,중구,,235.12494019672437,236.77019
2025,8,,,,중구,,298.172330486727,347.39206
2025,9,,,,중구,,257.75239657198836,299.88583
2025,10,,,,중구,,208.7835547637894,227.09169
2025,11,,,,중구,,215.01472537983577,208.5325
2025,12,,,,중구,,228.96749901651577,216.3114
